iter	Logloss
194	0.2868335094
195	0.2858250622
196	0.2840341393
197	0.2830327315
198	0.2819785357
199	0.2808337092
200	0.2794102105
201	0.2786213711
202	0.2776484589
203	0.2766695184
204	0.2756541627
205	0.2749686145
206	0.2736349702
207	0.2725104268
208	0.2714407331
209	0.2706140695
210	0.2693455045
211	0.268669998
212	0.2674505285
213	0.2666711022
214	0.2655692665
215	0.2645883884
216	0.2640316857
217	0.2628654961
218	0.2619818928
219	0.2610104271
220	0.2595673314
221	0.258200228
222	0.2565934805
223	0.2549473596
224	0.2540556735
225	0.2528954736
226	0.2522498131
227	0.251409655
228	0.2505153641
229	0.2496715286
230	0.2488642503
231	0.2479498001
232	0.246753213
233	0.2460685717
234	0.2453221666
235	0.2445333479
236	0.2438329875
237	0.2428460421
238	0.2420874244
239	0.2411135218
240	0.2405090624
241	0.2396639458
242	0.2390314215
243	0.2381585255
244	0.2371189398
245	0.2364861314
246	0.2353948972
247	0.2345060964
248	0.2335881167
249	0.2327597273
250	0.2319015918
251	0.2311392665
252	0.2304491235
253	0.2294110566
254	0.2286669806
255	0.2278242522
256	0.227197202
257	0.2260577872
258	0.2252542468
259	0.2244103034
260	0.2236022807
261	0.2228140544
262	0.2219075233
263	0.2213052137
264	0.22018182
265	0.2193384639
266	0.2185589015
267	0.2175615973
268	0.2168782941
269	0.2158741402
270	0.2149576513
271	0.2145028998
272	0.2136660478
273	0.2129866106
274	0.2122354676
275	0.2116311363
276	0.2107258978
277	0.2099555128
278	0.2095090896
279	0.2086555511
280	0.2081047405
281	0.2073614951
282	0.2068208309
283	0.2059498663
284	0.205371594
285	0.2047663071
286	0.2041093673
287	0.2035046505
288	0.2028213844
289	0.2019639475
290	0.201418449
291	0.2008053373
292	0.2000099942
293	0.1993184641
294	0.1986109316
295	0.1978428862
296	0.1970341976
297	0.1962880401
298	0.1957479441
299	0.1951314892
300	0.1945133763
301	0.1940645884
302	0.1935367193
303	0.1925674089
304	0.1918565984
305	0.1909950682
306	0.1903150248
307	0.1897177562
308	0.1891349001
309	0.1886871385
310	0.1882706074
311	0.1877233563
312	0.1870830857
313	0.1862986805
314	0.1857450447
315	0.185228385
316	0.184727305
317	0.1839750518
318	0.1833771014
319	0.1829944017
320	0.1823368649
321	0.1815541497
322	0.1811060075
323	0.1804293292
324	0.1798494833
325	0.1791797101
326	0.1786195101
327	0.1780552609
328	0.1773132209
329	0.1768648688
330	0.1762288626
331	0.1756024295
332	0.1751793189
333	0.1747308133
334	0.1741922594
335	0.1736901888
336	0.173295575
337	0.1728412933
338	0.1724959376
339	0.1721557468
340	0.171518818
341	0.1711055462
342	0.1704628155
343	0.1700281924
344	0.1694126998
345	0.1688182867
346	0.1683158136
347	0.1679969943
348	0.1674818569
349	0.1671064605
350	0.1666408945
351	0.1661220346
352	0.1657527249
353	0.1654314094
354	0.1646592425
355	0.1640935853
356	0.16357281
357	0.1630726876
358	0.1625520438
359	0.1620337691
360	0.1614475331
361	0.1609572381
362	0.1605489158
363	0.1601843702
364	0.1597628419
365	0.1593082309
366	0.1588785655
367	0.1585539154
368	0.157804216
369	0.1570600186
370	0.1566852452
371	0.1561177335
372	0.155456636
373	0.1548692984
374	0.1545192787
375	0.1542317333
376	0.1538038326
377	0.1533480001
378	0.1529974437
379	0.1524916293
380	0.1519674595
381	0.1516256224
382	0.1511098189
383	0.1507183298
384	0.1503560439
385	0.1498483412
386	0.1493873864
387	0.148758586
388	0.1483619861
389	0.1479624059
390	0.1475681708
391	0.1472525919
392	0.1468001919
393	0.1463886721
394	0.1460153127
395	0.1456114272
396	0.1452462918
397	0.1449645178
398	0.1445011874
399	0.1441819219
400	0.1437083464
401	0.1432465484
402	0.1429116924
403	0.1424879121
404	0.1420287471
405	0.1414270266
406	0.1409896917
407	0.1405860919
408	0.1402428709
409	0.1399635723
410	0.1396151711
411	0.1391923849
412	0.1388076384
413	0.1383457367
414	0.1380419011
415	0.1377734707
416	0.1374691718
417	0.1368839908
418	0.1365405983
419	0.1362324724
420	0.135926211
421	0.1356886257
422	0.1352923326
423	0.1349624368
424	0.1346948168
425	0.1340093903
426	0.1336097084
427	0.1331837555
428	0.1328383348
429	0.1325594572
430	0.1322090927
431	0.1319428458
432	0.1316784278
433	0.1312712015
434	0.1309630642
435	0.1306710783
436	0.1303758258
437	0.1298440336
438	0.129413225
439	0.1289823319
440	0.1285859422
441	0.1281935283
442	0.1277688564
443	0.1274840002
444	0.1271148702
445	0.1267307122
446	0.1264333979
447	0.1260993553
448	0.1258222595
449	0.1255891572
450	0.1252461635
451	0.1248302054
452	0.1244743216
453	0.1240943265
454	0.1237771273
455	0.1234454964
456	0.1231858434
457	0.1227428012
458	0.1225005121
459	0.1222737442
460	0.121934803
461	0.1215078886
462	0.1210675679
463	0.1208167097
464	0.1205462446
465	0.120192645
466	0.1197829067
467	0.1194501233
468	0.1191707102
469	0.1189007657
470	0.1186153252
471	0.1183782677
472	0.1180188982
473	0.117712697
474	0.1175099279
475	0.1171701939
476	0.1169775082
477	0.1167736752
478	0.1163067969
479	0.1159400571
480	0.1155885879
481	0.1152683108
482	0.1149780783
483	0.1145874532
484	0.1143375289
485	0.1140211319
486	0.1137442213
487	0.11342538
488	0.1131877159
489	0.1129478048
490	0.1125880157
491	0.1123885015
492	0.1119889319
493	0.111591453
494	0.1113668747
495	0.1111245743
496	0.1108798021
497	0.1105405471
498	0.1102078312
499	0.1099949458
500	0.1096976259
501	0.1094587087
502	0.1092890751
503	0.1090880328
504	0.1086768936
505	0.1083529687
506	0.1080913033
507	0.1078580133
508	0.1075066746
509	0.1071904055
510	0.10695372
511	0.1066308122
512	0.106379896
513	0.1062067535
514	0.1057746767
515	0.1054747196
516	0.1052492107
517	0.1049953513
518	0.1047354667
519	0.104489038
520	0.104192764
521	0.1038560942
522	0.1036086536
523	0.1033261077
524	0.1030259789
525	0.1027382162
526	0.1025691455
527	0.1023306082
528	0.1019365893
529	0.1017021987
530	0.1014609723
531	0.1012504233
532	0.1009789161
533	0.1007582872
534	0.1005613934
535	0.1002400603
536	0.09998854675
537	0.09969456504
538	0.09948765231
539	0.0992754404
540	0.09900830069
541	0.09879690313
542	0.09860436086
543	0.09838015384
544	0.09806849084
545	0.09785644082
546	0.09745112668
547	0.09717143274
548	0.09691462698
549	0.09674341306
550	0.09657857397
551	0.09628495276
552	0.0960503377
553	0.09583622313
554	0.09558264304
555	0.09543811913
556	0.09519587244
557	0.09484254484
558	0.09464951541
559	0.09440900109
560	0.09421026994
561	0.09407393964
562	0.0938052368
563	0.09365811997
564	0.09344952021
565	0.09325959736
566	0.09300975959
567	0.09275107575
568	0.09249263981
569	0.0922378142
570	0.09202112172
571	0.09186319123
572	0.09159342136
573	0.09133897222
574	0.09107330729
575	0.09087846418
576	0.09063322661
577	0.09046558418
578	0.09017088158
579	0.0899899951
580	0.08982427365
581	0.08950574345
582	0.08936836006
583	0.08920591889
584	0.08904860243
585	0.08885741074
586	0.08866960321
587	0.08850653672
588	0.0883532275
589	0.08812392641
590	0.08787131363
591	0.08767853475
592	0.08746721989
593	0.08725895126
594	0.08700808223
595	0.08681520309
596	0.08668982142
597	0.08649616763
598	0.08630148045
599	0.08614289154
600	0.08593760803
601	0.08569573984
602	0.08551941461
603	0.0853270966
604	0.0851871764
605	0.08487371047
606	0.0846731502
607	0.08451051595
608	0.08425654503
609	0.08405920703
610	0.08379295543
611	0.08363626631
612	0.08341286385
613	0.08322171739
614	0.08295583831
615	0.0827942366
616	0.08267511076
617	0.08245696585
618	0.08222089772
619	0.08206618865
620	0.08190333098
621	0.08176069419
622	0.0816301961
623	0.08142291148
624	0.08126597085
625	0.08112577189
626	0.08098425354
627	0.08079305036
628	0.08057600962
629	0.08034798726
630	0.08019368649
631	0.07996204485
632	0.07981478167
633	0.07962696382
634	0.07945010215
635	0.07925604124
636	0.07908532917
637	0.07881251701
638	0.07864219759
639	0.07847502764
640	0.07831637923
641	0.07812825388
642	0.07796690975
643	0.07785645117
644	0.07767153393
645	0.07748932807
646	0.07732699508
647	0.07720187227
648	0.07707528546
649	0.07691141457
650	0.07663703736
651	0.07642998323
652	0.07624465408
653	0.07610066757
654	0.07599616508
655	0.07580104566
656	0.07563800641
657	0.07552824473
658	0.07537016853
659	0.07528074932
660	0.07513782904
661	0.07498159504
662	0.07484862278
663	0.07461183699
664	0.07442951
665	0.07426051279
666	0.07413129562
667	0.07394141709
668	0.07380044003
669	0.07364536699
670	0.07346811433
671	0.07327249609
672	0.07315506456
673	0.0729398695
674	0.0727955261
675	0.07268644821
676	0.07257461271
677	0.07243472928
678	0.07234274553
679	0.07220600199
680	0.07211143603
681	0.07199450316
682	0.07188292311
683	0.0717164732
684	0.07160944396
685	0.07147119471
686	0.07132433882
687	0.07120340179
688	0.07106906378
689	0.07091869978
690	0.07079677177
691	0.07067413713
692	0.07045132092
693	0.07031072921
694	0.07016928968
695	0.07003986559
696	0.06992358464
697	0.06980679296
698	0.069683027
699	0.06957937479
700	0.06943101819
701	0.0692748
702	0.06916957247
703	0.06903414088
704	0.06892380283
705	0.06877216617
706	0.06862056399
707	0.06846080694
708	0.06834480278
709	0.06820751849
710	0.06810615962
711	0.06793311456
712	0.06784338014
713	0.06774272536
714	0.06756931485
715	0.0674261198
716	0.06732791534
717	0.06723793878
718	0.06711023045
719	0.06700742734
720	0.06684194782
721	0.06672561403
722	0.06662308797
723	0.06647527947
724	0.06636640658
725	0.06626333892
726	0.06616304634
727	0.06606673077
728	0.06589020193
729	0.06575895356
730	0.0656594336
731	0.06552015703
732	0.06541105732
733	0.06526477672
734	0.06503662307
735	0.06492212484
736	0.06478297859
737	0.06466112201
738	0.06451782425
739	0.06438057013
740	0.06430714019
741	0.06419858672
742	0.06404501083
743	0.06391844356
744	0.06383348789
745	0.06367323207
746	0.06354259322
747	0.06341836665
748	0.06329393429
749	0.06312197415
750	0.06298746797
751	0.06285853274
752	0.06274829613
753	0.062643749
754	0.06249629664
755	0.06239016806
756	0.06227690173
757	0.06213213227
758	0.06201535075
759	0.0618950814
760	0.06178265571
761	0.06170043413
762	0.06159442163
763	0.06148654026
764	0.0614076889
765	0.06124497998
766	0.06111920848
767	0.06095124616
768	0.06087450869
769	0.06075070234
770	0.06063027345
771	0.06049471663
772	0.06039072179
773	0.06024574707
774	0.06010082689
775	0.0599594353
776	0.05980769704
777	0.05969262794
778	0.05952430341
779	0.05937703183
780	0.05925351339
781	0.05910396645
782	0.05900709299
783	0.05890612522
784	0.05876923315
785	0.05864277328
786	0.05853914837
787	0.05845169074
788	0.05832080399
789	0.05822270427
790	0.05815140073
791	0.05805676239
792	0.05794681401
793	0.05787824925
794	0.05777081959
795	0.05764978996
796	0.0575823712
797	0.05748068472
798	0.05739630871
799	0.05731335442
800	0.05726049165
801	0.05715895088
802	0.05706410062
803	0.05694313262
804	0.05678369887
805	0.05666863093
806	0.05659746943
807	0.05652291674
808	0.05642125245
809	0.05629984268
810	0.0562090068
811	0.05611117881
812	0.05599699829
813	0.05585476165
814	0.05573945615
815	0.05565045992
816	0.05550992484
817	0.05541410106
818	0.05533321617
819	0.05525154668
820	0.05516201444
821	0.05503623629
822	0.05493713617
823	0.05486189356
824	0.05477243268
825	0.05470090242
826	0.05459147537
827	0.0544823323
828	0.05438771855
829	0.05430294366
830	0.054176222
831	0.05401310564
832	0.05394472017
833	0.05383835057
834	0.05377464784
835	0.05370885219
836	0.05360280121
837	0.05353919246
838	0.05344129391
839	0.05337392225
840	0.05329978961
841	0.05319173022
842	0.05311362578
843	0.05305198713
844	0.05294765048
845	0.05289130445
846	0.05281976531
847	0.05275913243
848	0.05266003598
849	0.05255743851
850	0.05249004534
851	0.05241639864
852	0.05229353399
853	0.05220941193
854	0.05212839065
855	0.05203565732
856	0.05193870557
857	0.05180192015
858	0.05169179966
859	0.05161157767
860	0.05152486105
861	0.05142282173
862	0.05135727855
863	0.05122776793
864	0.05112782323
865	0.05107861848
866	0.05097781856
867	0.05087633388
868	0.05079575303
869	0.05067128002
870	0.05057820539
871	0.05051383754
872	0.05043719422
873	0.05033164674
874	0.05026681785
875	0.05019423648
876	0.05005921471
877	0.04999173677
878	0.04991138386
879	0.04982557685
880	0.0497445165
881	0.04968519913
882	0.04962720695
883	0.04954600606
884	0.04948489549
885	0.04940878355
886	0.04930660799
887	0.04924866142
888	0.04918313383
889	0.04908896599
890	0.04901188702
891	0.04893722625
892	0.04887284083
893	0.04879092452
894	0.04872766148
895	0.04864935816
896	0.04857079365
897	0.04850658822
898	0.04843857528
899	0.04833603251
900	0.04827361772
901	0.04819597229
902	0.04811175375
903	0.04804729564
904	0.04797007319
905	0.04787933188
906	0.04781126364
907	0.0477578715
908	0.04767433224
909	0.04758475811
910	0.04747336374
911	0.0474159775
912	0.04732349808
913	0.04725557342
914	0.04717700758
915	0.04710365369
916	0.04702308737
917	0.04694405299
918	0.0468684189
919	0.04679447604
920	0.04671776396
921	0.04664115922
922	0.0465470413
923	0.04647100323
924	0.0464019174
925	0.04632167566
926	0.04627570286
927	0.04618706395
928	0.04612544653
929	0.04607096751
930	0.04600012265
931	0.04593396639
932	0.04587719057
933	0.04580905288
934	0.04572423532
935	0.045640558
936	0.04555015383
937	0.04546707177
938	0.04540560868
939	0.04535002703
940	0.0452859357
941	0.04521503065
942	0.04511580669
943	0.04503558124
944	0.04497971311
945	0.04490641446
946	0.04483697068
947	0.04477119249
948	0.04471342643
949	0.04465686844
950	0.04460156416
951	0.04453791098
952	0.04446331742
953	0.04441831213
954	0.04432576384
955	0.044251169
956	0.04416307892
957	0.04408220526
958	0.04402703137
959	0.0439631642
960	0.04390165795
961	0.04384329298
962	0.04378643227
963	0.04373884967
964	0.0436963604
965	0.04358260227
966	0.04353136708
967	0.0434714609
968	0.04340369904
969	0.04335865746
970	0.04331354153
971	0.04323603846
972	0.04317421173
973	0.04311973096
974	0.04306088154
975	0.04301601026
976	0.04295030843
977	0.04289822701
978	0.0428482111
979	0.04278398704
980	0.04268673233
981	0.04261329573
982	0.04251255122
983	0.04242171448
984	0.04235812745
985	0.04227054257
986	0.04220827962
987	0.04212738563
988	0.04204094804
989	0.04195457175
990	0.04189857606
991	0.04183447302
992	0.04177988241
993	0.04171637068
994	0.04162907393
995	0.04157903397
996	0.04149999219
997	0.04142907453
998	0.04133787411
999	0.04128216457
